SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
172.18.0.5,172.18.0.2,60266,443,2025-08-14 11:42:37,18.049293994903564,121014,6704.638975583741,743293,41181.27834860897,1373882.6107805835,1172.1273867547773,1031.392601431981,367.0,66,1.7004788274885165,0.8236243025639263,1.1364512263588094,28.708493361014433,5.358030735355522,8.78769628927645,8.766729474067688,0.0,0.011739470849099804,1.6400981486145507,0.6097196078446498,2.5186414685509183e-06,0.0015870228317673687,0.004229109921901346,0.004064798355102539,0.0037031173706054688,0.3106034081736998,0.3314335123396505,0.37526166523802873,False
