SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
172.18.0.5,172.18.0.2,42196,443,2025-08-14 15:39:26,20.541377544403076,5764,280.6043551626615,22471,1093.9383179840677,1030045.7180423666,1014.9116799221332,763.1081081081081,280.0,66,1.4280299980738427,0.6868657853672471,1.3299710344295708,35.14977168732346,5.928724288354406,4.319191655597171,0.13815760612487793,0.0,2.1156494278296725,0.7285195677055204,1.37264672677154,0.00013324511799282841,0.011543184915474083,0.0058688163757324215,0.0031622648239135742,2.1219253540039062e-05,0.7034154537862278,0.5065843755438287,1.9668676231216227,False
172.18.0.2,172.18.0.5,443,42196,2025-08-14 15:39:47,21.96123433113098,13535,616.3132634495669,2211,100.67740121810064,1389306.1955555556,1178.6883369048646,1049.7333333333333,374.0,66,1.7198778816487275,0.834600040173922,1.1228454879698317,33.43274658904203,5.782105722748593,8.983573087056477,8.04097843170166,0.0,0.48905781071056426,1.553685373083429,0.6436309547121563,1.0234998626401649e-10,1.0116817002596049e-05,4.796981811523437e-05,4.9591064453125e-05,3.314018249511719e-05,-0.480757832470807,1.465840057827654,0.21089963231240863,False
172.18.0.2,172.18.0.5,443,42196,2025-08-14 15:40:09,25.17311930656433,21656,860.2827379582163,3522,139.91114716886028,1390193.576388889,1179.0647040722104,1049.0833333333333,376.5,66,1.711314055141477,0.8337823445464835,1.1238999482775855,43.34629656171514,6.583790440294644,13.600357204675674,14.214603424072266,0.0,-0.27989023570855115,2.0657336116650487,0.4840895236215707,1.3292744682757984e-10,1.1529416586609222e-05,5.307793617248535e-05,4.851818084716797e-05,4.100799560546875e-05,1.186466450682323,1.0468821623667557,0.21721674612860822,False
172.18.0.2,172.18.0.5,443,42196,2025-08-14 15:40:34,20.084436655044556,24363,1213.028795302596,3967,197.51611997559408,1389955.4513031554,1178.9637192480332,1049.2592592592594,379.0,66,1.7055467822710377,0.8340029834729791,1.1236152636673806,26.494209365934484,5.147252603664841,8.508344102788854,5.61389684677124,0.0,1.6869857449526193,1.6529874785494145,0.6049652601588693,8.352754427763967e-11,9.13934047279341e-06,4.5988294813368055e-05,4.649162292480469e-05,3.218650817871094e-05,-0.16521808535363341,1.510151271390226,0.19873188405621753,False
172.18.0.2,172.18.0.5,443,42196,2025-08-14 15:40:54,21.26515507698059,32484,1527.5693914484425,5267,247.6821815281045,1390795.2307098764,1179.3198169749699,1048.638888888889,374.0,66,1.7161728629797313,0.8332251139554493,1.1246195706365107,33.11035564285808,5.754159855518274,8.152530021137661,5.5197674036026,0.0,1.372622250845304,1.4168063150555916,0.7058127772113739,1.2851191715728624e-10,1.13363096798423e-05,4.239877065022787e-05,4.172325134277344e-05,2.0742416381835938e-05,0.178766986752913,1.9103530937321034,0.2673735465908226,False
172.18.0.2,172.18.0.5,443,42196,2025-08-14 15:41:15,24.188097953796387,29777,1231.0600054985482,4848,200.4291535969695,1389980.7291092745,1178.9744395487437,1049.2424242424242,379.0,66,1.7054884357771871,0.8339811205905053,1.1236435091728099,55.62603135094114,7.458286086691844,8.752355922352184,8.565084457397461,0.0,0.07532754688327642,1.173507669271283,0.8521461138988324,2.7726622467210194e-10,1.665131300144532e-05,4.2416832663796164e-05,4.172325134277344e-05,1.9550323486328125e-05,0.12495975319709463,1.3732556210722389,0.3925637996930788,False
172.18.0.2,172.18.0.5,443,42196,2025-08-14 15:41:39,25.169059991836548,18949,752.8688002708885,3068,121.8956926081105,1391083.197278912,1179.4419007644726,1048.4285714285713,374.0,66,1.7154602638538545,0.8329605475198022,1.124961616753142,47.980847705058196,6.926820894541607,12.885995138259162,12.269429683685303,0.0,0.2670339527876566,1.8603043639273875,0.5375464463722737,6.19987689305515e-11,7.873929700635605e-06,4.604884556361607e-05,4.38690185546875e-05,3.409385681152344e-05,0.8305231663749585,1.5183001635292215,0.17099081647460285,False
172.18.0.2,172.18.0.5,443,42196,2025-08-14 15:42:04,20.826372861862183,18949,909.8559852781625,3072,147.50528190271334,1390826.9024943311,1179.3332448864194,1048.6190476190477,379.0,66,1.703383798911405,0.8331988026960802,1.1246536552661008,44.8123993464728,6.69420640154401,9.903694834027972,8.924753665924072,0.0,0.43871122701479953,1.47944270612028,0.6759301971364744,1.0415106419027233e-10,1.0205442870854372e-05,4.8977988106863836e-05,4.744529724121094e-05,3.504753112792969e-05,0.4505510103917478,1.3650026907424087,0.20836794783377738,False
172.18.0.2,172.18.0.5,443,42196,2025-08-14 15:42:25,25.852104902267456,18949,732.9770659540379,3096,119.75814007038373,1389274.7528344672,1178.6749988162417,1049.7619047619048,379.0,66,1.7072439105832216,0.8346337249453067,1.122802221598597,60.545276285999556,7.781084518625894,10.499282098951793,10.495750665664673,0.0,0.0013615454036004534,1.3493340258442432,0.7411063390136671,7.677805783436158e-11,8.762308932830523e-06,4.581042698451451e-05,4.458427429199219e-05,3.24249267578125e-05,0.4198046548877722,1.5276224941749499,0.1912732430062807,False
172.18.0.2,172.18.0.5,443,42196,2025-08-14 15:42:51,24.314352989196777,24363,1002.0007528403013,3950,162.45548469889545,1390807.3443072704,1179.324952804472,1048.6296296296296,374.0,66,1.7161418352728115,0.8332136340309811,1.1246343985349752,53.21728698544927,7.295017956485732,8.964875671598646,9.862623929977417,0.0,-0.36918960189012934,1.2289038526119467,0.8137333102785641,5.890241381065506e-11,7.674790799145932e-06,4.649162292480469e-05,4.6253204345703125e-05,3.719329833984375e-05,0.09319547021194151,1.2115411127552398,0.16507900383600502,False
