SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
172.18.0.5,172.18.0.2,47236,443,2025-08-14 11:25:52,5.51755952835083,122891,22272.709405045873,744670,134963.65488648892,1376357.3261615622,1173.182563014624,1035.2756563245823,374.0,66,1.6909789077294852,0.8261933708202412,1.1332079102290848,2.6701353125575804,1.6340548682824516,2.7271616433287007,2.703027367591858,0.0,0.04430868792467825,1.6689535316492825,0.5991778566847134,5.122035837334759e-07,0.0007156839971198713,0.0028668419062662467,0.002748847007751465,0.002397298812866211,0.49461032658112647,0.656075999029766,0.249641947662183,False
